Gadhafi	N
last	N
year	N
Moscow	N
says	N
arming	C
Assad	N
opponents	C
would	N
lead	N
years	N
inconclusive	C
bloodshed	C

Fierce	C
clashes	N
Syrian	N
regime	C
forces	N
armed	N
rebels	C
central	N
city	N
Rastan	N
Monday	N
left	N
least	N
23	N
soldiers	N
dead	N
dozens	N
wounded	C
Syrian	N
Observatory	C
Human	N
Rights	N
said	N

Britain-based	N
monitoring	C
group	N
said	N
initial	N
reports	N
indicated	C
three	N
troop	C
carriers	N
destroyed	C
clashes	C
began	N
dawn	C
outskirts	C
rebel-held	C
city	N
located	N
Homs	N
province	C

lieutenant	C
defected	C
also	N
killed	N
clashes	N

Regime	C
forces	N
launched	C
offensive	C
Rastan	N
weekend	N
met	N
sharp	C
resistance	C
rebels	N
seeking	N
ouster	C
regime	C
President	N
Bashar	N
al-Assad	N

However	N
trip	N
presumptive	C
Republican	N
presidential	N
nominee	C
Mitt	N
Romney	N
struck	C
somewhat	N
somber	C
tone	N
press	N
release	N

pleased	N
President	N
Obama	N
returned	N
Afghanistan	N

troops	N
American	N
people	N
deserve	C
hear	N
President	N
stake	C
war	N

Success	N
Afghanistan	N
vital	C
nation	N
security	N

would	N
tragedy	C
Afghanistan	N
strategic	N
setback	N
America	N
Taliban	N
returned	N
power	N
created	N
sanctuary	N
terrorists	N
Romney	N
said	N
release	N

would	N
tragedy	N
Afghanistan	N
strategic	C
setback	C
America	N
Taliban	C
returned	N
power	N
created	N
sanctuary	C
terrorists	N
Romney	N
said	N
release	N

tolerated	C
sanctuary	C
lost	N
thousands	N
September	N
11	N
2001	N

Many	N
brave	N
Americans	N
sacrificed	C
everything	N
could	N
win	N
fight	N
secure	C
future	N

injured	C
man	N
able	N
drive	N
car	N
Cloverhill	N
Prison	N
summoned	C
assistance	C

taken	N
Tallaght	N
General	N
Hospital	N
injuries	N
thought	N
life	N
threatening	C

Witnesses	C
scene	N
shooting	N
describe	C
silver	N
saloon	C
car	N
leaving	N
area	N

11.30	N
pm	N
silver	N
car	N
discovered	C
fire	N
Golden	N
Bridge	N
Terrace	N
Inchicore	C

car	N
removed	C
scene	N
forensic	C
technical	N
examination	N

Gardai	N
asking	N
anyone	N
Sarsfield	N
Road	N
area	N
Ballyfermot	N
Golden	N
Bridge	N
Terrace	N
area	N
contact	N
01	N
666	N
7200	N

Ex-Soviet	C
leader	N
Mikhail	N
Gorbachev	N
says	N
Russian	N
authorities	C
must	N
annul	C
parliamentary	C
vote	N
results	N
hold	N
new	N
election	C

said	N
village	N
residents	N
fled	C
regime	C
forces	N
setting	N
fire	N
houses	N
looting	C
shops	N

Observatory	C
also	N
reported	N
shelling	C
nearby	N
village	N
Hayaleen	N

regime	C
trying	N
punish	N
villages	N
put	N
end	N
revolution	C
quickly	N
said	N

northern	N
Lebanon	N
meanwhile	N
residents	N
said	N
running	N
gunbattles	C
broke	N
city	N
Saturday	N
continued	N
Sunday	N
morning	N
primarily	C
neighborhood	N
populated	C
Sunni	C
Muslims	N
opposed	N
Assad	N
another	N
area	N
many	N
Assad	N
backers	C
Alawite	C
sect	C

fighting	N
highlights	C
easily	N
trouble	C
Syria	N
raise	N
tensions	N
neighboring	N
Lebanon	N
shares	N
complex	N
web	N
political	N
sectarian	C
ties	N
rivalries	C

Duck	N
cover	N
embassy	C

drill	C
avoid	C
area	N
U.S.	N
embassy	C
said	N
Twitter	N

Karzai	N
said	N
U.S.	N
pact	C
threatening	C
third	N
country	N
including	C
neighboring	N
countries	N
hoping	N
leads	N
stability	C
prosperity	C
development	C
region	N

Neither	N
Americans	N
Afghan	N
people	N
asked	N
war	N
yet	N
decade	C
stood	C
together	N
Obama	N
said	N
signing	N
ceremony	C

look	N
forward	N
future	N
peace	N

agreeing	N
long-term	N
partners	N
said	N
Obama	N
later	N
headed	C
home	N
aboard	N
Air	N
Force	N
One	N
six	N
hours	N
ground	N

pact	C
agreed	N
last	N
month	N
sees	N
possibility	C
American	N
forces	N
staying	N
behind	N
train	N
Afghan	N
forces	N
pursue	C
remnants	C
al-Qaeda	N
10	N
years	N
2014	N

Putin	N
officially	C
registered	N
Wednesday	N
run	N
presidency	N
March	N
unusually	C
sustained	C
protests	C
past	N
two	N
days	N
showed	N
indignation	C
Russian	N
opposition	C
suggested	C
drive	C
retake	C
job	N
held	N
2000-2008	N
may	N
go	N
smoothly	N
expected	C

Russian	N
Union	N
Journalists	N
Wednesday	N
condemned	C
police	N
violence	C
called	N
probe	C
dozens	C
attacks	N
arrests	N
journalists	N
describing	C
attempt	N
gag	C
intimidate	C
society	N

opposition	C
rallies	C
expected	N
Wednesday	N
along	N
pro-Putin	C
gathering	C
central	N
Moscow	N
attracted	N
hundred	N
people	N
far	N

Sunday	N
parliamentary	C
vote	N
suggested	N
Russians	N
tiring	C
Putin	N
United	N
Russia	N
party	N
strongly	N
overshadowed	C
political	N
forces	N
Russia	N
past	N
dozen	N
years	N
earned	N
reputation	C
corruption	C

assault	C
raises	C
fresh	N
concern	C
resilience	C
insurgency	C
anniversary	C
Osama	N
bin	N
Laden	N
death	N
NATO	C
winds	N
combat	C
presence	C
next	N
two	N
years	N
hands	N
responsibility	C
security	N
Afghan	N
forces	N

Taliban	N
said	N
assault	C
riposte	C
Obama	N
hours	N
earlier	N
signed	N
new	N
partnership	N
pact	C
Kabul	N
govern	N
Afghan-US	N
relations	N
2014	N
deal	N
insurgents	C
dismissed	C
illegitimate	C

election-year	N
address	N
Obama	N
presented	N
commander-in-chief	C
capable	C
ending	N
two	N
long	N
wars	N
following	N
US	N
withdrawal	C
Iraq	N
crushing	C
Al-Qaeda	N
tried	N
conjure	C
new	N
dawn	N
US	N
public	N
exhausted	C
conflict	C
recession	C

time	N
war	N
began	N
Afghanistan	N
end	N
Obama	N
said	N
recalling	C
decade-long	C
dark	N
cloud	N
war	N
bin	N
Laden	N
plotted	C
September	N
11	N
attacks	N
2001	N

Dozens	C
wounded	C
Monday	N
violence	C
UK-based	N
Syrian	N
Observatory	C
Human	N
Rights	N
said	N

Opposition	C
sources	N
also	N
said	N
army	N
shelled	C
town	N
say	N
rebel	C
control	N
since	N
January	N

Nine	N
people	N
reportedly	N
killed	N
bombardment	C

Shells	C
rockets	N
hitting	N
town	N
since	N
3am	N
12:00	N
GMT	N
rate	N
one	N
minute	N

Rastan	N
destroyed	C
member	N
opposition	C
Free	N
Syrian	N
Army	N
Rastan	N
declined	C
named	N
told	N
Reuters	N
news	N
agency	N
satellite	C
phone	N

Al	N
Jazeera	N
Rula	N
Amin	N
reporting	N
Beirut	N
neighbouring	C
Lebanon	N
said	N
three	N
armoured	C
vehicles	N
carrying	N
government	N
troops	C
attacked	N
heading	N
Rastan	N
Homs	N
province	C

Rastan	N
strategic	C
town	N
stronghold	C
Free	N
Syrian	N
Army	N
said	N

Lebanon	N
national	N
news	N
agency	C
NNA	N
said	N
one	N
soldier	N
shot	N
dead	N
sniper	C
city	N
early	N
Sunday	N

Another	N
man	N
found	N
dead	N
side	N
road	N
third	N
died	N
shell	C
landed	N
residential	C
neighborhood	C

Associated	N
Press	N
reporter	N
Tripoli	N
said	N
Lebanese	N
army	N
sent	N
reinforcements	C
city	N
intermittent	C
clashes	C
continued	N
Sunday	N
gunmen	C
shooting	N
automatic	N
rifles	C

Heavier	N
weapons	N
like	N
rocket-propelled	C
grenades	C
also	N
fired	N

Lebanon	N
sharply	N
split	N
along	N
sectarian	C
lines	N
18	N
religious	N
sects	C

also	N
fragile	C
political	N
fault	N
line	N
precisely	C
issue	N
Syria	N

array	C
pro-Syrian	N
parties	N
support	N
Assad	N
regime	C
many	N
Lebanese	N
citizens	C

opposition	C
rallies	C
expected	C
Wednesday	N
along	N
another	N
new	N
pro-Putin	C
gathering	C
central	N
Moscow	N

Thousands	N
security	C
forces	N
Russian	N
capital	N
helicopters	C
roamed	C
sky	N
Wednesday	N
show	N
force	N
following	N
two	N
days	N
protest	C

Authorities	C
said	N
Tuesday	N
least	N
51,500	N
police	N
officers	N
2,000	N
Interior	N
Ministry	N
troops	C
deployed	C
Moscow	N
since	N
election	N

Unlike	N
police	N
Interior	N
Ministry	N
troops	N
armed	N
force	N
largely	N
manned	C
conscripts	C

Russian	N
Union	N
Journalists	N
condemned	C
police	N
violence	C
called	N
probe	C
dozens	N
attacks	N
arrests	N
journalists	N
describing	C
attempt	C
gag	C
intimidate	C
society	N

Wednesday	N
two	N
video	N
journalists	N
working	N
state-owned	C
RIA	N
Novosti	N
news	N
agency	N
briefly	N
detained	C
outside	N
Election	N
Commission	N
building	N
Putin	N
handing	N
application	C
run	N

Hajar	N
said	N
cousin	N
affiliated	C
terrorist	C
group	N

CNN	N
independently	C
verify	C
reports	N
deaths	N
violence	C
Syrian	N
government	N
severely	C
restricted	C
access	C
international	N
media	N

team	N
U.N.	N
monitors	C
ground	N
observe	N
progress	N
so-called	C
cease-fire	C
encourage	C
implementation	C
peace	N
plan	N

Saturday	N
head	N
U.N.	N
observer	N
mission	N
Maj.	N
Gen.	N
Robert	N
Mood	N
said	N
157	N
civilian	N
military	N
monitors	C
provinces	C
Daraa	N
Idleb	N
Hama	N
Homs	N
state-run	C
Syrian	N
Arab	N
News	N
Agency	N
reported	N

300	N
observers	C
expected	N
within	N
weeks	N

observers	C
presence	C
n't	N
stopped	N
bloodshed	C

1,000	N
people	N
died	N
Syria	N
since	N
cease-fire	C
supposed	C
go	N
effect	N
April	N
12	N
according	N
LCC	N

Obama	N
visit	N
came	N
year	N
U.S.	N
special	N
forces	N
troops	N
killed	N
al	N
Qaeda	N
leader	N
Osama	N
bin	N
Laden	N
architect	C
September	N
11	N
2001	N
attacks	N
raid	C
neighboring	C
Pakistan	N

televised	C
address	N
American	N
people	N
base	C
north	N
Kabul	N
said	N
war	N
Afghanistan	N
winding	C

emerge	C
decade	C
conflict	C
abroad	C
economic	C
crisis	C
home	N
time	N
renew	C
America	N
Obama	N
said	N
speaking	N
backdrop	C
armored	C
vehicles	N
U.S.	N
flag	N

time	N
war	N
began	N
Afghanistan	N
end	N

Nearly	N
3,000	N
U.S.	N
NATO	N
soldiers	N
killed	N
Afghanistan	N
since	N
Taliban	C
rulers	C
ousted	C
2001	N

Taliban	N
overthrown	C
U.S.-backed	N
Afghan	N
forces	N
harboring	C
bin	N
Laden	N
militants	C
quick	N
take	N
credit	N
Wednesday	N
attack	N
Green	N
Village	N
one	N
several	N
compounds	C
Westerners	N
main	N
road	N
capital	N

Lauren	N
O'Neill	N
recently	N
celebrated	C
birthday	N
killed	N
gun	N
attack	N
small	N
Northern	N
Ireland	N
village	N
Bellaghy	N
Co	N
Derry	N
Saturday	N
morning	N

21-year-old	N
sister	N
critical	C
condition	C
hospital	N
shooting	N
house	N
William	N
Court	N
centre	C
major	N
police	N
investigation	C

26-year-old	N
man	N
arrested	C
nearby	C
Toomebridge	N
suspicion	C
murder	C
within	N
hour	N
shooting	N
still	N
questioned	C
Police	N
Service	N
Northern	N
Ireland	N
PSNI	N

Another	N
man	N
woman	N
aged	N
28	N
arrested	N
suspicion	C
assisting	C
offender	C
released	C
unconditionally	C
Saturday	N
night	N
detectives	C

Since	N
priest	C
said	N
believed	C
Lauren	N
died	N
trying	N
protect	C
sister	N
Stormont	N
deputy	C
First	N
Minister	N
Martin	N
McGuinness	N
visited	C
family	N
said	N
trauma	C

Russian	N
news	N
agencies	C
reported	N
200	N
arrested	C
similar	N
attempt	C
hold	N
unsanctioned	C
rally	C
St.	N
Petersburg	N
another	N
25	N
southern	N
city	N
Rostov-on-Don	C

Moscow	N
protest	C
ended	N
around	N
3	N
½	N
hours	N
others	N
broken	N
police	N

protests	N
Monday	N
Tuesday	N
unusually	N
sustained	C
show	N
indignation	C
Russian	N
opposition	C

thousands	N
Russians	N
rallied	C
Moscow	N
St.	N
Petersburg	N
faced	N
police	N
Interior	C
Ministry	N
troops	N
detained	C
hundreds	N
protesters	C

opposition	C
rallies	C
expected	C
Wednesday	N
along	N
pro-Putin	N
gatherings	C

Putin	N
expected	C
formally	N
register	C
later	N
day	N
run	N
president	N
position	N
held	N
2000-2008	N
period	N
grew	N
authoritarian	C

bad	N
part	N
investigation	C
may	N
get	N

Unless	N
left	N
note	C
somewhere	N
told	N
somebody	N
may	N
taken	N
grave	C

According	C
Goodyear	N
neighbor	C
heard	N
gun	N
shots	N

Minutes	N
later	N
two	N
children	N
arrived	N
doorstep	C

One	N
boys	N
police	N
believe	N
Joel	N
covered	N
blood	N
told	N
neighbor	N
mom	N
shot	N

oldest	N
child	N
Pebbles	C
could	N
seen	N
walking	N
back	N
towards	N
family	N
home	N
Goodyear	N
said	N

children	N
mother	N
came	N
outside	N
lured	C
kids	N
back	N
house	N

calm	C
called	N
Goodyear	N
said	N

n't	N
seem	N
stressed	C
mad	C
stepped	N

walked	N
said	N
home	N

Companies	N
must	N
raise	N
£28	N
trillion	C
Chinese	N
sovereign	C
wealth	C
fund	N
stops	N
buying	N
Euro	N
debt	C
Surprise	N
weakening	C
China	N
import	N
exports	N
Spain	N
nationalises	C
Bankia	N
euro	N
crisis	C
escalates	C
Germany	N
warns	N
Greece	N
bailout	C
agreement	N
aid	N
Bankia	N
state	N
taking	N
45pc	N
stake	C
crisis	C
measure	N
save	N
crippling	C
bad	N
loans	N
€37.5bn	N
exposure	C
property	N
sector	N
end	N
2011	N

total	N
€31.8bn	N
classed	C
problematic	C

hangover	C
property	N
party	N
extends	C
across	N
financial	N
sector	N

Bank	N
Spain	N
figures	N
show	N
commercial	C
banks	N
held	N
problematic	C
real	N
estate	N
assets	C
including	N
loans	N
seized	C
property	N
€184bn	N
60pc	N
property	N
portfolio	C
end	N
2011	N

Regulators	C
US	N
elsewhere	C
stressed	C
watching	N
make	N
sure	N
Mountain	N
View	N
California-based	N
company	N
use	N
acquisition	C
Motorola	N
Mobility	N
obtain	C
unfair	N
advantage	C
market	N

Police	N
arrested	N
man	N
stabbing	C
widower	C
Brighton	N
Jeffrey	N
Burrows	N
killed	N
home	N
Norfolk	N
Square	N
Brighton	N
East	N
Sussex	N
April	N
29	N

22-year-old	N
Liverpool	N
arrested	N
city	N
suspicion	C
murder	N
Saturday	N
remains	N
custody	C

Joel	N
Elliott	N
also	N
22	N
North	N
Road	N
Brighton	N
charged	C
May	N
3	N
murder	N

appeared	C
Lewes	C
Crown	N
Court	N
May	N
8	N
enter	N
plea	C

Elliott	N
remanded	C
custody	C
next	N
appear	N
court	N
plea	C
case	N
management	C
hearing	N
July	N
6	N

appeared	C
shot	N
Goodyear	N
said	N

mother	N
children	N
came	N
residence	C
next	N
door	N
called	N
children	N
return	C
home	N
time	N
left	N
went	N
back	N
house	N

neighbor	C
heard	C
gunshots	C
called	N
911	N

Another	N
neighbor	C
told	N
deputies	C
Thomas	N
sent	N
text	N
message	N
middle	N
night	N
saying	N
wanted	N
cremated	C
children	N
Goodyear	N
said	N

shooting	C
happened	C
Port	N
St.	N
John	N
15	N
miles	N
west	N
Cape	N
Canaveral	N
area	N
known	N
Space	N
Coast	N
home	N
NASA	N
Kennedy	N
Space	N
Center	N
location	N
numerous	C
famed	C
shuttle	C
launches	C

Florida	N
mother	N
fatally	C
shot	N
four	N
children	N
killing	N
Tuesday	N
called	N
three	N
kids	N
sought	C
help	N
neighbor	N
back	N
house	N
firing	C
fatal	C
shots	N
authorities	C
said	N

confirmed	C
attack	N
would	N
one	N
deadliest	C
suffered	C
security	N
forces	N
14-month-long	N
uprising	C
President	N
Bashar	N
al-Assad	N

comes	N
government	N
forces	N
launched	C
fresh	C
assault	C
Rastan	N
weekend	N
despite	C
UN-backed	C
nominal	C
ceasefire	C
supposed	C
come	N
effect	N
month	N
ago	N

Meanwhile	N
EU	N
imposed	C
another	N
round	N
sanctions	C
Syria	N
15th	N
far	N
effort	N
increase	N
pressure	N
government	N

Observatory	C
said	N
Rastan	N
lies	N
180km	N
120	N
miles	N
north	N
Damascus	C
subjected	C
sustained	C
shelling	C
overnight	C
leaving	N
dozens	N
people	N
injured	N

city	N
currently	N
opposition	C
stronghold	C
fiercely	C
contested	C
Syrian	N
uprising	C
control	N
town	N
changed	N
several	N
times	N

Thomas	N
husband	N
father	N
children	N
moved	N
house	N
months	N
ago	N
added	N

hard	N
take	N

pretty	N
peaceful	C
place	N
normally	C
said	N

Tuesday	N
incident	C
second	N
deadly	C
shooting	C
Port	N
St.	N
John	N
past	N
week	N

Brevard	N
County	N
scene	C
six	N
homicides	C
2011	N
Goodyear	C
said	N

Police	N
said	N
three	N
four	N
children	N
ran	C
next-door	N
neighbour	N
house	N
mother	N
identified	C
33-year-old	N
Tanya	N
Thomas	N
called	N
back	N
home	N
killed	N

Brevard	N
County	C
Sheriff	N
Lt	N
Tod	N
Goodyear	N
said	N
neighbour	C
called	N
911	N
awoken	C
gunshots	C
coming	N
home	N
Port	N
St	N
John	N
east	N
Orlando	N
4.50am	N
local	N
time	N

Two	N
Chinese	N
maritime	C
surveillance	C
ships	N
sailed	N
shoal	C
Tuesday	N
statement	N
said	N

ships	N
placed	N
Gregorio	N
del	N
Pilar	N
fishing	N
vessels	C
thus	N
preventing	C
arrest	N
erring	C
Chinese	N
fishermen	N
statement	N
said	N

situation	N
remained	N
unchanged	N
morning	N
added	N

Del	N
Rosario	N
contacted	N
emphasise	C
area	N
integral	C
part	N
Philippine	N
territory	C
invite	N
talks	N
aimed	C
finding	N
diplomatic	C
solution	N
according	N
statement	N

Zhang	N
Hua	N
spokesman	C
China	N
embassy	C
Manila	N
told	N
AFP	C
Wednesday	N
comment	N
latest	N
standoff	C

incident	N
latest	N
flare-up	C
tensions	C
two	N
countries	N
competing	C
territorial	C
claims	N
parts	N
South	N
China	N
Sea	N
believed	N
sit	N
atop	C
vast	C
oil	N
gas	N
deposits	N

situation	C
remained	N
unchanged	C
Wednesday	N
morning	N
DFA	N
said	N

PHL	N
soldiers	N
harassed	C
Chinese	N
fishermen	N
statement	N
Wednesday	N
Chinese	N
Embassy	N
said	N
two	N
Chinese	N
Marine	C
Surveillance	C
ships	N
sent	N
area	N
safeguard	C
China	N
maritime	C
rights	N
interests	N
Philippine	N
soldiers	N
harassed	C
Chinese	N
fishermen	N

Also	N
statement	N
claims	N
Huangyan	N
Island	N
Panatag	N
Shoal	N
Philippine	N
name	N
integral	C
part	N
Chinese	N
territory	C

Moreover	C
said	N
Chinese	N
fishermen	N
moving	N
island	C
Philippine	N
Naval	N
gunboat	C
blocked	C
entrance	N
Huangyan	N
Island	N
lagnoon	C
triggering	C
standoff	C

Florida	N
mom	N
went	N
murderous	C
rampage	C
killing	N
four	N
children	N
early	N
today	N
turning	N
gun	N

murders	N
happened	C
around	N
4:30	N
a.m.	N
Port	N
St.	N
John	N
Fla	N

Prime	N
Minister	N
Mariano	N
Rajoy	N
government	C
took	N
sweeping	C
action	N
two	N
days	N
nationalised	C
fourth-biggest	N
bank	N
Bankia	N
salvage	C
balance	N
sheet	N
dripping	C
red	N
ink	N

Madrid	N
charge	N
two	N
independent	C
auditing	C
firms	N
valuing	C
banks	N
exposure	C
collapsed	C
property	N
sector	N
ministers	N
told	N
news	N
conference	N
cabinet	C
meeting	N

government	N
wants	N
complete	N
transparency	C
clarity	C
crucial	C
end	N
doubt	N
Spain	N
solvency	C
Economy	N
Minister	N
Luis	N
de	N
Guindos	N
told	N
conference	N

ministers	N
spoke	N
however	N
Madrid	N
IBEX-35	N
index	N
leading	N
shares	N
plunged	C
3.32pc	N
6,811.6	N
points	N
dragged	C
plummeting	C
values	N
even	N
strongest	N
banks	N

Santander	N
eurozone	N
biggest	N
bank	N
assets	N
slumped	C
5.18pc	N
€4.665	N
Spanish	N
number-two	N
BBVA	N
dropped	C
5.84pc	N
€5	N
Bankia	N
skidded	C
3.37pc	N
€2.034	N

Tensions	C
stemming	C
14-month-old	N
uprising	C
President	N
Bashar	N
Assad	N
also	N
touched	N
clashes	C
across	N
border	N
Lebanon	N
revolt	C
threatened	C
morph	C
broader	C
conflict	C

relentless	C
violence	C
undermines	C
U.N.-backed	N
peace	N
plan	N
supposed	C
bring	N
end	N
Syria	N
deadly	N
crisis	C

cease-fire	C
supposed	C
begin	N
April	N
12	N
limited	N
effect	N
throwing	N
doubt	N
rest	N
plan	N
calls	N
talks	N
Assad	N
regime	C
seeking	N
end	N
rule	N

raid	C
impoverished	C
village	N
al-Tamana	N
55	N
kilometers	C
35	N
miles	N
northwest	N
city	N
Hama	N
began	N
late	N
Saturday	N
continued	N
early	N
hours	N
Sunday	N

Britain-based	N
Syrian	N
Observatory	C
Human	N
Rights	N
said	N
five	N
people	N
killed	N
raid	N
government	C
troops	N
setting	C
fire	N
homes	N

incident	C
occurred	C
barely	C
week	N
President	N
Benigno	N
Aquino	N
III	N
pushed	N
anew	C
rules-based	C
solution	N
Spratlys	C
row	C

Earlier	N
month	N
Aquino	C
urged	C
Association	C
Southeast	N
Asian	N
Nations	N
arrive	N
common	C
stand	N
even	N
said	N
Philippines	N
willing	C
host	C
meeting	N
matter	N

Aside	N
Philippines	C
China	N
four	N
claimants	C
Spratlys	C
Malaysia	N
Vietnam	N
Taiwan	N
Brunei	N

DFA	C
said	N
Philippine	N
Navy	N
surveillance	C
aircraft	N
monitored	C
eight	N
Chinese	N
fishing	N
vessels	C
anchored	C
inside	N
Panatag	N
Scarborough	N
Shoal	C
West	N
Philippine	N
Sea	N
Sunday	N
April	N
8	N

said	N
Panatag	N
Shoal	N
integral	C
part	N
Philippine	N
territory	C
124	N
nautical	C
miles	N
nearest	N
base-point	C
Zambales	N

suicide	C
attacker	N
detonated	C
bomb	N
gates	N
compound	C
used	N
foreigners	C
Kabul	N
Afghanistan	N
Wednesday	N
killing	N
seven	N
Afghans	C
officials	C
said	N

Taliban	C
claimed	C
responsibility	C
attack	N
saying	N
warning	N
U.S.	N
President	N
Obama	N
cleared	C
Afghan	N
airspace	C
less	N
two	N
hours	N
incident	C
New	N
York	N
Times	N
reported	N

least	N
one	N
Taliban	C
fighter	N
died	N
ensuing	C
fighting	N
Afghan	N
special	C
police	N
Norwegian	N
military	N
officers	N
Wall	N
Street	N
Journal	C
reported	N

Hospital	N
officials	N
said	N
18	N
people	N
hospitalized	C
including	N
seven	N
schoolchildren	N
nearby	C
school	N
one	N
person	N
critical	C
condition	N

Obama	N
made	N
unannounced	C
visit	N
Afghanistan	N
Tuesday	N
met	N
Afghan	N
President	N
Hamid	N
Karzai	N
sign	N
strategic	C
partnership	C
agreement	N

Taliban	N
claimed	N
responsibility	C
attacks	N
rocked	C
Kabul	N
hours	N
later	N

Officials	N
witnesses	C
said	N
suicide	C
car	N
bomber	N
Taliban	N
militants	C
disguised	C
burqas	C
attacked	N
compound	C
housing	N
hundreds	N
foreigners	C
Afghan	N
capital	N
killing	N
seven	N

agreement	C
signed	N
Wednesday	N
Afghanistan	N
U.S.	N
also	N
mind	N
strategic	C
significance	C
preserving	C
military	N
partnership	N
Iran	N
eastern	N
frontier	C
even	N
include	N
permanent	C
U.S.	N
bases	N

Even	N
U.S.	N
combat	C
mission	N
concluded	C
2014	N
likely	N
thousands	N
U.S.	N
troops	N
remain	N
years	N
conduct	C
counterterrorism	C
strikes	N
otherwise	C
train	N
advise	C
Afghan	N
forces	N
help	N
Afghans	N
collect	N
exploit	C
intelligence	C
insurgents	C
military	N
targets	C

Part	N
plan	N
includes	N
deployment	C
flashpoint	C
areas	N
around	N
300	N
UN	N
military	N
observers	C

Sunday	N
189	N
observers	C
ground	N
UN	N
mission	N
Syria	C
said	N

Despite	C
presence	C
observers	N
50	N
people	N
killed	N
across	N
Syria	N
weekend	N
raids	C
shelling	C
attacks	N
regime	C
forces	N
rebel	C
strongholds	C
clashes	C
soldiers	N
armed	N
rebels	C
Observatory	C
said	N

12,000	N
people	N
majority	N
civilians	C
died	N
since	N
Syrian	N
uprising	C
began	N
March	N
2011	N
according	N
watchdog	C
including	N
900	N
killed	N
since	N
April	N
12	N
truce	C

Syria-linked	C
violence	C
also	N
spilled	C
across	N
border	N
Lebanon	C
four	N
people	N
killed	N
since	N
Saturday	N
sectarian	C
clashes	C
northern	N
port	N
city	N
Tripoli	N
according	N
officials	N

added	N
around	N
11.10am	N
26-year-old	N
man	N
arrested	C
suspicion	C
murder	C
28-year-old	N
male	N
28-year-old	N
female	N
arrested	C
suspicion	C
assisting	C
offender	C

three	N
arrested	N
Toome	C
area	N
taken	N
Serious	N
Crime	N
Suite	N
Antrim	C
police	N
station	N

Investigating	C
officers	N
appealed	C
anyone	N
information	C
incident	C
contact	N

Embassy	C
still	N
engaged	C
discussions	C
Philippine	N
DFA	C
seek	N
solution	C
issue	C
China-Philippine	N
friendly	N
relations	C
peace	N
stability	C
South	N
China	N
Sea	N
well	N
preserved	C
best	N
interest	N
two	N
countries	N

Del	N
Rosario	N
invited	C
DFA	C
Wednesday	N
morning	N
discussion	C
issue	N
DFA	C
added	N

announcement	C
came	N
Spanish	N
bank	N
stocks	C
tumbled	C
Friday	N

Spain	N
expected	C
present	N
new	N
reforms	C
complete	N
clean-up	C
banks	N
Friday	N
May	N
11	N
difficult	N
last-minute	N
talks	N
government	N
lenders	C

Reuters	C
reported	N
weekly	N
cabinet	C
meeting	N
government	C
approve	N
plan	N
force	N
banks	N
park	N
toxic	C
real	N
estate	N
assets	C
holding	C
companies	N
would	N
later	N
sell	N

cabinet	C
also	N
expected	C
announce	C
demands	C
banks	N
set	N
aside	C
35	N
billion	N
euros	N
